iter	Passed	Remaining
1691	5983	1089
1692	5987	1085
1693	5990	1082
1694	5994	1078
1695	5998	1075
1696	6001	1071
1697	6005	1068
1698	6008	1064
1699	6012	1060
1700	6015	1057
1701	6019	1053
1702	6022	1050
1703	6026	1046
1704	6029	1043
1705	6033	1039
1706	6036	1036
1707	6040	1032
1708	6043	1029
1709	6047	1025
1710	6051	1022
1711	6054	1018
1712	6058	1014
1713	6061	1011
1714	6065	1007
1715	6068	1004
1716	6072	1000
1717	6075	997
1718	6079	993
1719	6082	990
1720	6086	986
1721	6090	983
1722	6093	979
1723	6097	976
1724	6100	972
1725	6104	969
1726	6107	965
1727	6111	961
1728	6115	958
1729	6118	954
1730	6122	951
1731	6125	947
1732	6129	944
1733	6132	940
1734	6136	937
1735	6139	933
1736	6143	930
1737	6146	926
1738	6150	923
1739	6153	919
1740	6157	916
1741	6161	912
1742	6164	908
1743	6168	905
1744	6171	901
1745	6175	898
1746	6178	894
1747	6182	891
1748	6185	887
1749	6189	884
1750	6192	880
1751	6196	877
1752	6199	873
1753	6203	870
1754	6206	866
1755	6210	862
1756	6213	859
1757	6217	855
1758	6220	852
1759	6224	848
1760	6227	845
1761	6231	841
1762	6234	838
1763	6238	834
1764	6242	831
1765	6245	827
1766	6249	824
1767	6252	820
1768	6256	816
1769	6259	813
1770	6263	809
1771	6266	806
1772	6270	802
1773	6273	799
1774	6277	795
1775	6280	792
1776	6284	788
1777	6287	785
1778	6291	781
1779	6294	778
1780	6298	774
1781	6302	770
1782	6305	767
1783	6309	763
1784	6312	760
1785	6316	756
1786	6319	753
1787	6323	749
1788	6326	746
1789	6330	742
1790	6334	739
1791	6337	735
1792	6341	732
1793	6344	728
1794	6348	725
1795	6351	721
1796	6355	717
1797	6358	714
1798	6362	710
1799	6365	707
1800	6369	703
1801	6372	700
1802	6376	696
1803	6379	693
1804	6383	689
1805	6387	686
1806	6390	682
1807	6394	679
1808	6397	675
1809	6401	671
1810	6404	668
1811	6408	664
1812	6411	661
1813	6415	657
1814	6419	654
1815	6422	650
1816	6426	647
1817	6429	643
1818	6433	640
1819	6436	636
1820	6440	633
1821	6443	629
1822	6447	625
1823	6450	622
1824	6454	618
1825	6458	615
1826	6461	611
1827	6465	608
1828	6468	604
1829	6472	601
1830	6475	597
1831	6479	594
1832	6482	590
1833	6486	587
1834	6489	583
1835	6493	580
1836	6497	576
1837	6500	572
1838	6504	569
1839	6507	565
1840	6511	562
1841	6514	558
1842	6518	555
1843	6521	551
1844	6525	548
1845	6528	544
1846	6532	541
1847	6535	537
1848	6539	534
1849	6543	530
1850	6546	526
1851	6550	523
1852	6553	519
1853	6557	516
1854	6560	512
1855	6564	509
1856	6567	505
1857	6571	502
1858	6575	498
1859	6578	495
1860	6582	491
1861	6585	488
1862	6589	484
1863	6592	481
1864	6596	477
1865	6599	473
1866	6603	470
1867	6606	466
1868	6610	463
1869	6614	459
1870	6617	456
1871	6621	452
1872	6624	449
1873	6628	445
1874	6631	442
1875	6635	438
1876	6638	435
1877	6642	431
1878	6646	427
1879	6649	424
1880	6653	420
1881	6656	417
1882	6660	413
1883	6663	410
1884	6667	406
1885	6670	403
1886	6674	399
1887	6678	396
1888	6681	392
1889	6685	389
1890	6688	385
1891	6692	382
1892	6695	378
1893	6699	374
1894	6702	371
1895	6706	367
1896	6710	364
1897	6713	360
1898	6717	357
1899	6720	353
1900	6724	350
1901	6727	346
1902	6731	343
1903	6734	339
1904	6738	336
1905	6741	332
1906	6745	328
1907	6749	325
1908	6752	321
1909	6756	318
1910	6759	314
1911	6763	311
1912	6766	307
1913	6770	304
1914	6773	300
1915	6777	297
1916	6780	293
1917	6784	290
1918	6787	286
1919	6791	282
1920	6795	279
1921	6798	275
1922	6802	272
1923	6805	268
1924	6809	265
1925	6812	261
1926	6816	258
1927	6819	254
1928	6823	251
1929	6826	247
1930	6830	244
1931	6834	240
1932	6837	236
1933	6841	233
1934	6844	229
1935	6848	226
1936	6851	222
1937	6855	219
1938	6858	215
1939	6862	212
1940	6865	208
1941	6869	205
1942	6873	201
1943	6876	198
1944	6880	194
1945	6883	191
1946	6887	187
1947	6890	183
1948	6894	180
1949	6897	176
1950	6901	173
1951	6904	169
1952	6908	166
1953	6911	162
1954	6915	159
1955	6918	155
1956	6922	152
1957	6926	148
1958	6929	145
1959	6933	141
1960	6936	137
1961	6940	134
1962	6943	130
1963	6947	127
1964	6950	123
1965	6954	120
1966	6957	116
1967	6961	113
1968	6965	109
1969	6968	106
1970	6972	102
1971	6975	99
1972	6979	95
1973	6982	91
1974	6986	88
1975	6989	84
1976	6993	81
1977	6996	77
1978	7000	74
1979	7003	70
1980	7007	67
1981	7010	63
1982	7014	60
1983	7017	56
1984	7021	53
1985	7024	49
1986	7028	45
1987	7032	42
1988	7035	38
1989	7039	35
1990	7042	31
1991	7046	28
1992	7049	24
1993	7053	21
1994	7056	17
1995	7060	14
1996	7063	10
1997	7067	7
1998	7070	3
1999	7074	0
