iter	RMSE
313	0.8985359134
314	0.8981960054
315	0.8979764562
316	0.8977892449
317	0.8975494035
318	0.8974994578
319	0.8972443065
320	0.897052057
321	0.8970137181
322	0.8968702846
323	0.8966633752
324	0.8964484222
325	0.8961687281
326	0.8958179718
327	0.8956646438
328	0.895294691
329	0.8949984112
330	0.8947581123
331	0.8946975916
332	0.8944910931
333	0.8944682982
334	0.8943103367
335	0.8940917857
336	0.8937913674
337	0.8934889775
338	0.893176589
339	0.8928571862
340	0.8926682355
341	0.8925062936
342	0.8924328026
343	0.8924089562
344	0.8921218343
345	0.8919308125
346	0.8918139226
347	0.8916052151
348	0.891411791
349	0.8913884174
350	0.8912412032
351	0.8912102405
352	0.8911431858
353	0.891013813
354	0.890781987
355	0.8905974752
356	0.8905816701
357	0.8903833937
358	0.8902199514
359	0.8899478147
360	0.8897813289
361	0.8897286513
362	0.8893831641
363	0.8891615224
364	0.8889612581
365	0.8889189353
366	0.8887752401
367	0.8884937157
368	0.888223099
369	0.8881552333
370	0.8879179763
371	0.8877069721
372	0.8875994428
373	0.8872949427
374	0.8871499797
375	0.8869671829
376	0.8868041999
377	0.8865228455
378	0.8863042598
379	0.8861394365
380	0.885888853
381	0.8857102407
382	0.8854460717
383	0.8853670028
384	0.8851185084
385	0.8848986525
386	0.8846334435
387	0.8843828532
388	0.8841800364
389	0.8838982669
390	0.8837779193
391	0.8835389824
392	0.883344549
393	0.8832675204
394	0.8830639849
395	0.8829705278
396	0.8828721812
397	0.8827105037
398	0.8825415584
399	0.8821813846
400	0.8820758342
401	0.8818455753
402	0.8815764566
403	0.8813811689
404	0.8811579359
405	0.8811028037
406	0.8808903358
407	0.8808790364
408	0.8806439099
409	0.8806190695
410	0.8805357289
411	0.8802152412
412	0.8800625709
413	0.8799816255
414	0.8799539808
415	0.8798267196
416	0.8797678314
417	0.8797337208
418	0.879670731
419	0.8795141235
420	0.8794891667
421	0.879326994
422	0.8790407536
423	0.8787350629
424	0.8785326333
425	0.8783634764
426	0.8781434518
427	0.8780210465
428	0.8778357564
429	0.8776745476
430	0.8775202925
431	0.8772164006
432	0.8769987985
433	0.8768656447
434	0.8765958022
435	0.8763779613
436	0.8763599502
437	0.8761148784
438	0.8759495369
439	0.8757146984
440	0.8755428762
441	0.8753570191
442	0.8751188811
443	0.8748418771
444	0.8745633841
445	0.8745155231
446	0.874383053
447	0.8743006047
448	0.8740878005
449	0.8738473615
450	0.8736425665
451	0.873360204
452	0.8730938722
453	0.8728944316
454	0.8728449473
455	0.8726967755
456	0.8725161862
457	0.8724166611
458	0.8722075275
459	0.8720329274
460	0.8719824145
461	0.8717860853
462	0.8715965722
463	0.8714398348
464	0.8713630326
465	0.8713025919
466	0.8711392788
467	0.8708414765
468	0.8708201096
469	0.8705432737
470	0.8704393842
471	0.8703496495
472	0.870166866
473	0.8699051067
474	0.8697098031
475	0.8695723725
476	0.8693786176
477	0.8692579687
478	0.8689014357
479	0.8687187322
480	0.8685104187
481	0.8683000022
482	0.8680044348
483	0.8677481008
484	0.867670929
485	0.8674686147
486	0.867293189
487	0.8672447555
488	0.8669704192
489	0.8667076945
490	0.8665575732
491	0.8662948519
492	0.8661543926
493	0.8660012162
494	0.8656648794
495	0.8654461324
496	0.8652666482
497	0.8651730716
498	0.8649868756
499	0.8648372286
500	0.8646234697
501	0.8645990711
502	0.8644251683
503	0.8643723633
504	0.8642008645
505	0.863862107
506	0.8637043101
507	0.8636930869
508	0.8636441075
509	0.8632277346
510	0.8631582479
511	0.863153816
512	0.8630709405
513	0.8628603166
514	0.8626539896
515	0.8624199664
516	0.8624057119
517	0.8622186168
518	0.8620583649
519	0.8618424517
520	0.8615432033
521	0.861319615
522	0.8612445408
523	0.8611241325
524	0.8609704494
525	0.8608204494
526	0.8607013625
527	0.8604409537
528	0.8602291246
529	0.860008995
530	0.8597842734
531	0.8597107932
532	0.8596160933
533	0.8595624312
534	0.8595028891
535	0.8593604986
536	0.85932225
537	0.8589885296
538	0.8588703563
539	0.8588618375
540	0.8587114691
541	0.8584819952
542	0.8582361456
543	0.8579931691
544	0.8578591867
545	0.8577227152
546	0.8575760881
547	0.8574479745
548	0.8572562448
549	0.8570098703
550	0.8567740019
551	0.8566287298
552	0.8564644833
553	0.8562942633
554	0.8559900815
555	0.8559459983
556	0.855793425
557	0.8555889099
558	0.8553836946
559	0.8552314987
560	0.8551111124
561	0.8549604318
562	0.8548723307
563	0.8546984911
564	0.8545880253
565	0.8544021741
566	0.8541989781
567	0.854115799
568	0.8538389408
569	0.8536457914
570	0.8533920206
571	0.8532532241
572	0.8529565792
573	0.8527901883
574	0.8525841251
575	0.8525699676
576	0.8522445414
577	0.8521229485
578	0.8520421821
579	0.8518357636
580	0.8515349176
581	0.8514008785
582	0.8510992679
583	0.8508745939
584	0.8507364345
585	0.8504878656
586	0.8504603976
587	0.8502566964
588	0.8502215329
589	0.8501661856
590	0.8501349065
591	0.8500632573
592	0.8500238913
593	0.8498739257
594	0.8497759881
595	0.8497499394
596	0.8495985704
597	0.8495926689
598	0.8495769752
599	0.8493939191
600	0.8493078206
601	0.849145001
602	0.8490654385
603	0.8487399813
604	0.8485730262
605	0.8483422545
606	0.8480982389
607	0.8479849862
608	0.8477603192
609	0.8476100408
610	0.8473949604
611	0.8472459322
612	0.8470914851
613	0.8468162337
614	0.8467009672
615	0.8466175778
616	0.8465854218
617	0.8465025915
618	0.8462468103
619	0.8460350708
620	0.8459798448
621	0.845866089
622	0.8456935161
623	0.8455979492
624	0.8455333827
625	0.8454316475
626	0.8452705858
627	0.8450626011
628	0.8449546556
629	0.8447306775
630	0.8444533811
631	0.8443796664
632	0.8443164143
633	0.8442706218
634	0.8440680228
635	0.8438797228
636	0.84372598
637	0.8435848447
638	0.8435386602
639	0.843349097
640	0.8431186134
641	0.8430244728
642	0.8427775073
643	0.8426479371
644	0.8425200663
645	0.8424972758
646	0.8422750253
647	0.8422109096
648	0.842061802
649	0.8420254141
650	0.8418513922
651	0.8417639928
652	0.8415869601
653	0.8415518315
654	0.8413896739
655	0.8412270877
656	0.8410283482
657	0.8408849493
658	0.8406883377
659	0.8404957897
660	0.8404675091
661	0.8403690939
662	0.8401794786
663	0.8401096328
664	0.8400617984
665	0.8398676916
666	0.8397693831
667	0.8396224074
668	0.8394413836
669	0.8392616926
670	0.8391070152
671	0.8389100755
672	0.8388257345
673	0.8386782835
674	0.8386026882
675	0.8384282217
676	0.838317384
677	0.8382157478
678	0.8379936471
679	0.8378881596
680	0.8377058744
681	0.8375195141
682	0.8373723653
683	0.8371441847
684	0.8370923652
685	0.8369972361
686	0.8369549925
687	0.8367522645
688	0.8366178103
689	0.8364720124
690	0.8361965965
691	0.8360734249
692	0.8357636167
693	0.8356439813
694	0.8354733867
695	0.8354296434
696	0.8353890544
697	0.8353376151
698	0.8352220985
699	0.8351441002
700	0.835105721
701	0.8349238069
702	0.8347253018
703	0.8345279067
704	0.8343722181
705	0.8343105222
706	0.8342328393
707	0.8341978908
708	0.8339201651
709	0.8338579903
710	0.8337169218
711	0.8336098685
712	0.8333445148
713	0.8331705519
714	0.833020049
715	0.8329508513
716	0.8327393883
717	0.8325791275
718	0.8325450018
719	0.8324509592
720	0.8323085367
721	0.8320532575
722	0.8319668822
723	0.8317200717
724	0.8315128068
725	0.8314500947
726	0.8312349435
727	0.8310476238
728	0.8309697253
729	0.8308015237
730	0.830749845
731	0.8306104396
732	0.8305201132
733	0.8304295534
734	0.8302604371
735	0.8301438561
736	0.8301031429
737	0.8298247628
738	0.8297396774
739	0.8296093692
740	0.829372694
741	0.8292631093
742	0.8290436723
743	0.8289079677
744	0.8288903142
745	0.8288066564
746	0.8287035849
747	0.8286908121
748	0.8286239869
749	0.8283614299
750	0.8281647601
751	0.8278925919
752	0.8277551282
753	0.8275339899
754	0.8274344853
755	0.827372272
756	0.8272230937
757	0.8270078758
758	0.8268389131
759	0.8265634776
760	0.8263424249
761	0.826315188
762	0.8262688923
763	0.8261475672
764	0.8259631406
765	0.8257575791
766	0.8256534072
767	0.8254651357
768	0.8252637705
769	0.82511043
770	0.8250005042
771	0.824898713
772	0.8248811537
773	0.8247457999
774	0.8245995244
775	0.8244697553
776	0.824279276
777	0.824138686
778	0.8240056892
779	0.8239469132
780	0.823732733
781	0.8235082145
782	0.8235039751
783	0.8233534644
784	0.8231715249
785	0.8228824953
786	0.8228505853
787	0.8227414861
788	0.8226307019
789	0.8224956551
790	0.8224346488
791	0.8224155467
792	0.8222346643
793	0.8221595899
794	0.8219711508
795	0.8217536082
796	0.8216896993
797	0.8215044979
798	0.8212904494
799	0.8211298086
800	0.8211161491
801	0.8209637982
802	0.8207442691
803	0.820599136
804	0.8204551541
805	0.8204436561
806	0.8203465512
807	0.8202310062
808	0.8198698685
809	0.8197826172
810	0.8197207746
811	0.8195154601
812	0.8193681602
813	0.8192460852
814	0.8191724143
815	0.819139317
816	0.8190243272
817	0.8189976632
818	0.8189802496
819	0.8189199791
820	0.8188518577
821	0.8186248663
822	0.8185440614
823	0.818366317
824	0.818282128
825	0.8181603902
826	0.8179683509
827	0.8178706796
828	0.8178244508
829	0.8177109113
830	0.8175189481
831	0.8173778314
832	0.8172586857
833	0.8171507942
834	0.8169841571
835	0.8169333774
836	0.8166998046
837	0.816541581
838	0.8164496526
839	0.8163389246
840	0.8162408308
841	0.8162065679
842	0.8161250686
843	0.8159581309
844	0.8159277253
845	0.8158145591
846	0.8156407734
847	0.8154695466
848	0.8153287129
849	0.8150760441
850	0.8150169431
851	0.8149679549
852	0.8148741626
853	0.8148146367
854	0.814643829
855	0.8146239515
856	0.8144234172
857	0.8143073966
858	0.8141553683
859	0.8140577413
860	0.8139635704
861	0.8138244385
862	0.8137541562
863	0.8136028004
864	0.813461187
865	0.8134036125
866	0.8132600463
867	0.8131153587
868	0.813070778
869	0.812897822
870	0.8127929158
871	0.8127371674
872	0.8125499712
873	0.8124479458
874	0.8123046222
875	0.812148149
876	0.8119690045
877	0.8119365283
878	0.8118083492
879	0.8116591015
880	0.8114632352
881	0.8113066912
882	0.8111304745
883	0.8110721849
884	0.8110497014
885	0.810966951
886	0.8108318395
887	0.8106990877
888	0.8104925876
889	0.8104640391
890	0.8102741634
891	0.8102342394
892	0.8102128327
893	0.8100700765
894	0.8099417854
895	0.8098763023
896	0.8096742252
897	0.8094539743
898	0.8093240252
899	0.8092917183
900	0.809135305
901	0.8090605758
902	0.8090246776
903	0.808906092
904	0.8087936883
905	0.8086451243
906	0.8085756779
907	0.808530066
908	0.8083933068
909	0.8082035881
910	0.8081770726
911	0.808113147
912	0.8080425977
913	0.8079080085
914	0.8076688368
915	0.8075495003
916	0.8074720945
917	0.8073858495
918	0.8072529911
919	0.8070943881
920	0.8068908778
921	0.8067056858
922	0.8066350135
923	0.8065027221
924	0.8064619206
925	0.8063254094
926	0.8062968055
927	0.8061680981
928	0.806059828
929	0.8060273441
930	0.8060135208
931	0.8059859656
932	0.805876565
933	0.8058262375
934	0.8057678409
935	0.8056501589
936	0.8054662033
937	0.8053891507
938	0.8052216478
939	0.8051109439
940	0.8049534875
941	0.8048627274
942	0.8047304677
943	0.8044831495
944	0.804395245
945	0.8043840716
946	0.8042686346
947	0.8041914673
948	0.8041260702
949	0.8040006647
950	0.8037729447
951	0.8035782528
952	0.8034861817
953	0.8033611848
954	0.8032741285
955	0.8032184131
956	0.8031137686
957	0.8029990278
958	0.8029861236
959	0.8029699816
960	0.8027420617
961	0.8026280544
962	0.8026207433
963	0.8024600677
964	0.8023903174
965	0.8022207532
966	0.8020723145
967	0.8019377885
968	0.8019083797
969	0.8018681318
970	0.8017497385
971	0.8017261596
972	0.8016555579
973	0.8014173471
974	0.801393295
975	0.8012128584
976	0.8010944146
977	0.8010651602
978	0.8010054891
979	0.8007685227
980	0.8005152945
981	0.8003827805
982	0.8002654669
983	0.8001980781
984	0.8000903927
985	0.7999963417
986	0.7998322136
987	0.799764974
988	0.7996277839
989	0.7996174264
990	0.7994597707
991	0.7992936273
992	0.7992398648
993	0.7991680676
994	0.7991429254
995	0.7989593308
996	0.7988312545
997	0.7987371018
998	0.798548298
999	0.7985359731
1000	0.7983073456
1001	0.7981981953
1002	0.7981028046
1003	0.7978736806
1004	0.7978462167
1005	0.797689049
1006	0.7975709667
1007	0.7973602282
1008	0.7973205892
1009	0.7972244878
1010	0.7971644826
1011	0.7969798731
1012	0.7969067071
1013	0.7967890216
1014	0.7966724375
1015	0.7965522928
1016	0.7964752638
1017	0.7962146997
1018	0.7961005974
1019	0.7959602561
1020	0.7959366457
1021	0.7958137765
1022	0.795621805
1023	0.7955445459
1024	0.7953220632
1025	0.7953031504
1026	0.7950413613
1027	0.7949501236
1028	0.794917139
1029	0.7948362602
1030	0.7947641118
1031	0.7945068197
1032	0.7943740514
1033	0.7942823162
1034	0.7940958674
1035	0.7939316421
1036	0.7937882505
1037	0.7936884459
1038	0.7936636449
1039	0.7935312504
1040	0.7933863352
1041	0.7931834751
1042	0.7930628955
1043	0.7929844036
1044	0.7929532576
1045	0.7928266469
1046	0.7927138841
1047	0.7926703581
1048	0.792519334
1049	0.792376718
1050	0.792353657
1051	0.7923263299
1052	0.792196056
1053	0.7921005989
1054	0.792010054
1055	0.7919331929
1056	0.7918624685
1057	0.7918481634
1058	0.7918208657
1059	0.7916813608
1060	0.7916358545
1061	0.7914506594
1062	0.7913748233
1063	0.7911875955
1064	0.7911378359
1065	0.7910133292
1066	0.7909403625
1067	0.7907536424
1068	0.7906233443
1069	0.7904579277
1070	0.7902789889
1071	0.7901762029
1072	0.7901196109
1073	0.7900722284
1074	0.7900505575
1075	0.7899627395
1076	0.7898059311
1077	0.7896629191
1078	0.7896535596
1079	0.7895154122
1080	0.7893181682
1081	0.7891133445
1082	0.7889971561
1083	0.7889749849
1084	0.7888698869
1085	0.788806586
1086	0.7887697895
1087	0.7886532444
1088	0.7885923044
1089	0.7885758206
1090	0.7885043005
1091	0.7884535472
1092	0.7883231045
1093	0.7882924338
1094	0.78824897
1095	0.7881266459
1096	0.788101552
1097	0.7879461407
1098	0.7878378413
1099	0.7877243172
1100	0.7876304635
1101	0.7874233378
1102	0.7873880097
1103	0.7872146006
1104	0.7871880859
1105	0.7870766386
1106	0.7869790032
1107	0.7868422271
1108	0.786829294
1109	0.7867388033
1110	0.7865566811
1111	0.7863465095
1112	0.7862812814
1113	0.7861450453
1114	0.7860097779
1115	0.7858214609
1116	0.7856534733
1117	0.7856331696
1118	0.7855472218
1119	0.7854506256
1120	0.7853473732
1121	0.7852136475
1122	0.7850678356
1123	0.784965077
1124	0.7848553726
1125	0.7848171605
1126	0.7847155523
1127	0.7846802916
1128	0.7846526735
1129	0.7845089588
1130	0.7844801511
1131	0.7843503971
1132	0.7843149305
1133	0.7841447257
1134	0.7841392552
1135	0.7839638959
1136	0.7838296498
1137	0.7838165248
1138	0.7836406193
1139	0.7836209033
1140	0.7834862192
1141	0.7833405126
1142	0.7831846307
1143	0.7831703331
1144	0.7830831664
1145	0.7829516154
1146	0.7829295577
1147	0.7829111757
1148	0.782721354
1149	0.7825797762
1150	0.7824458859
1151	0.7822471442
1152	0.7820471409
1153	0.7818977224
1154	0.7817801765
1155	0.7817475389
1156	0.7815885833
1157	0.7815744941
1158	0.7814844405
1159	0.7813732492
1160	0.7811759936
1161	0.7810500416
1162	0.7809154848
1163	0.7808657365
1164	0.7807752444
1165	0.7805513116
1166	0.7805166003
1167	0.7803332877
1168	0.7802497073
1169	0.7801265335
1170	0.7800232191
1171	0.779913891
1172	0.7798510299
1173	0.7796773498
1174	0.779494888
1175	0.7793699747
1176	0.7792218779
1177	0.7790768276
1178	0.7788791097
1179	0.7787627058
1180	0.7786556094
1181	0.7785947217
1182	0.7784712145
1183	0.7783539624
1184	0.7782815268
1185	0.7782057914
1186	0.7781598551
1187	0.7780215047
1188	0.778002434
1189	0.7779094365
1190	0.7777002232
1191	0.7776227596
1192	0.7775865803
1193	0.7774935092
1194	0.7774320288
1195	0.7773785939
1196	0.7772484905
1197	0.7771283537
1198	0.7770636422
1199	0.7769543517
1200	0.7769182607
1201	0.7768781285
1202	0.7767215473
1203	0.7766919249
1204	0.7764670297
1205	0.7763617932
1206	0.7761587901
1207	0.7760058687
1208	0.7757686146
1209	0.7757570767
1210	0.7756442983
1211	0.7755026257
1212	0.7754020002
1213	0.7752900802
1214	0.7751079513
1215	0.7749988642
1216	0.7749478734
1217	0.7747882179
1218	0.7746742197
1219	0.774528078
1220	0.7743761055
1221	0.7740553981
1222	0.7739565518
1223	0.7739269675
1224	0.7738030993
1225	0.773773581
1226	0.7736586413
1227	0.773639583
1228	0.7734726229
1229	0.7733414782
1230	0.7731422696
1231	0.7730653582
1232	0.7728925318
1233	0.7727475912
1234	0.7725747899
1235	0.7725572913
1236	0.7724399348
1237	0.7723580247
1238	0.7722346021
1239	0.772190547
1240	0.7721044978
1241	0.7720591846
1242	0.77192282
1243	0.771822618
1244	0.7716561071
1245	0.7715456174
1246	0.771527229
1247	0.771363471
1248	0.7712560454
1249	0.7712076966
1250	0.7711893964
1251	0.7709871268
1252	0.7709480828
1253	0.7708783479
1254	0.7708306258
1255	0.7707508576
1256	0.7707397747
1257	0.7706137314
1258	0.7705952485
1259	0.770577223
1260	0.7705538711
1261	0.770450888
1262	0.770433076
1263	0.7703794689
1264	0.7702870217
1265	0.770184027
1266	0.7700716863
1267	0.7700098063
1268	0.769973824
1269	0.7698409254
1270	0.7697301751
1271	0.7695108228
1272	0.7693624935
1273	0.7692322655
1274	0.7692073278
1275	0.7691748085
1276	0.7691514382
1277	0.7690495229
1278	0.769006686
1279	0.7690005283
1280	0.7686965902
1281	0.7686447223
1282	0.7685547483
1283	0.7684415412
1284	0.7684139678
1285	0.768389801
1286	0.7683083292
1287	0.7682128045
1288	0.7681374544
1289	0.7680642488
1290	0.7680308107
1291	0.7678061116
1292	0.7676821266
1293	0.7676450191
1294	0.767564315
1295	0.7675045556
1296	0.767485901
1297	0.7673745688
1298	0.7671980643
1299	0.767164298
1300	0.7670367472
1301	0.7669849849
1302	0.7668678169
1303	0.7666712133
1304	0.7665215593
1305	0.7664403008
1306	0.7663267328
1307	0.7662906501
1308	0.7661144533
1309	0.7660882506
1310	0.7659475743
1311	0.7659115223
1312	0.7658411591
1313	0.7657930019
1314	0.7656737112
1315	0.7655459848
1316	0.7653534819
1317	0.7652865858
1318	0.765160979
1319	0.765097731
1320	0.7649532798
1321	0.7648363346
1322	0.764818222
1323	0.7647827723
1324	0.7647559898
1325	0.764641443
1326	0.7646120568
1327	0.7645220698
1328	0.7644053017
1329	0.7643613298
1330	0.7643255918
1331	0.7641674835
1332	0.7640440503
1333	0.7640192592
1334	0.763947798
1335	0.7638968717
1336	0.7638861512
1337	0.7638235756
1338	0.7636069769
1339	0.7634536332
1340	0.763375697
1341	0.7632222581
1342	0.76314442
1343	0.7630200425
1344	0.7627941352
1345	0.7627362906
1346	0.7625673816
1347	0.7624467826
1348	0.7624212819
1349	0.7623254337
1350	0.7621719295
1351	0.7621333111
1352	0.7620495134
1353	0.7619438942
1354	0.761913819
1355	0.7617233723
1356	0.7616619112
1357	0.7615208562
1358	0.7614657194
1359	0.7613477751
1360	0.7612665742
1361	0.7611985626
1362	0.7610111091
1363	0.7609058095
1364	0.7608018133
1365	0.7607667867
1366	0.7607508228
1367	0.7606661648
1368	0.76066138
1369	0.760590824
1370	0.7604898858
1371	0.7604082514
1372	0.7603163991
1373	0.7602642525
1374	0.7601647612
1375	0.7600420706
1376	0.7599859957
1377	0.7598206057
1378	0.759769085
1379	0.7596532241
1380	0.7595687616
1381	0.7595366365
1382	0.759429005
1383	0.7593980233
1384	0.7593928147
1385	0.7593566227
1386	0.759214161
1387	0.7592118129
1388	0.7591981401
1389	0.7590826568
1390	0.7590482359
1391	0.7590368353
1392	0.7589136932
1393	0.7587966004
1394	0.7586834302
1395	0.7586696499
1396	0.7586282096
1397	0.758538443
1398	0.7585272795
1399	0.7584792211
1400	0.7583858619
1401	0.7582911198
1402	0.7582460342
1403	0.7582291601
1404	0.7581438531
1405	0.758030169
1406	0.7580198065
1407	0.7578498219
1408	0.7578242645
1409	0.7576847989
1410	0.7576715886
1411	0.757570139
1412	0.7573931394
1413	0.7572788767
1414	0.7572215181
1415	0.7571532413
1416	0.7571456383
1417	0.7570896187
1418	0.7570160315
1419	0.7569766349
1420	0.7568803425
1421	0.7566637686
1422	0.7565624784
1423	0.7564476974
1424	0.7562601467
1425	0.7561024149
1426	0.7560350687
1427	0.7559486543
1428	0.7559307463
1429	0.7557772456
1430	0.7556906544
1431	0.75550267
1432	0.7553767146
1433	0.7553593093
1434	0.7553181053
1435	0.7552591964
1436	0.755181103
1437	0.7551447829
1438	0.7551209292
1439	0.7551019195
1440	0.7549823662
1441	0.7549089672
1442	0.7548162489
1443	0.7546360196
1444	0.7545718894
1445	0.7545339895
1446	0.7543968448
1447	0.7542768843
1448	0.7541681328
1449	0.7540992841
1450	0.7540646603
1451	0.7539748923
1452	0.753833064
1453	0.753701631
1454	0.7536239923
1455	0.7534689372
1456	0.7533254114
1457	0.7532318326
1458	0.7532109754
1459	0.7532014835
1460	0.7531690375
1461	0.7530741076
1462	0.7529810401
1463	0.7529422956
1464	0.7528195132
1465	0.7526750988
1466	0.7525224146
1467	0.7524565989
1468	0.7523649605
1469	0.7522901707
1470	0.7522662511
1471	0.7521551598
1472	0.7520689416
1473	0.7519900725
1474	0.7518501668
1475	0.7517144346
1476	0.7516068689
1477	0.7515951084
1478	0.7515476938
1479	0.7514412657
1480	0.7513881325
1481	0.7513248373
1482	0.7511585044
1483	0.7511401855
1484	0.751045741
1485	0.7509245527
1486	0.750756375
1487	0.7506509232
1488	0.7505438979
1489	0.7504814718
1490	0.7504757064
1491	0.7504452459
1492	0.7502881974
1493	0.7501623815
1494	0.7500605103
1495	0.7500444672
1496	0.7499385686
1497	0.7498568008
1498	0.7497376248
1499	0.7496283882
1500	0.749529467
1501	0.7494549641
1502	0.7493659819
1503	0.7492610284
1504	0.7491464673
1505	0.7490041958
1506	0.7488848593
1507	0.7487903286
1508	0.7486577872
1509	0.7485715631
1510	0.748520186
1511	0.7484548371
1512	0.7484080672
1513	0.7483678452
