iter	RMSE
1514	0.7482496481
1515	0.7481935333
1516	0.7480427147
1517	0.7479837045
1518	0.7478859563
1519	0.7478708845
1520	0.7478158587
1521	0.747794627
1522	0.7477329896
1523	0.7476030178
1524	0.7475706766
1525	0.7475423334
1526	0.7474134713
1527	0.747387731
1528	0.7472208448
1529	0.7471567989
1530	0.7470484278
1531	0.7470056965
1532	0.7468632658
1533	0.7466767149
1534	0.7465565088
1535	0.7464919084
1536	0.7464133456
1537	0.7463748573
1538	0.7462246665
1539	0.7461207147
1540	0.7461001067
1541	0.7460417643
1542	0.7460005186
1543	0.7459261362
1544	0.7458705437
1545	0.7458493562
1546	0.7457386785
1547	0.7455995424
1548	0.7454730846
1549	0.7454084651
1550	0.7453784452
1551	0.7453643691
1552	0.745351663
1553	0.7452175879
1554	0.7450867287
1555	0.744934284
1556	0.7448862211
1557	0.7447749764
1558	0.7446601242
1559	0.7445796472
1560	0.7444823251
1561	0.7444483017
1562	0.7443531827
1563	0.7442942543
1564	0.7442107185
1565	0.7441402498
1566	0.7441023426
1567	0.7440750403
1568	0.7439784758
1569	0.7439400362
1570	0.7438403835
1571	0.7436362686
1572	0.7435779576
1573	0.743470039
1574	0.7433493643
1575	0.7433063703
1576	0.743223673
1577	0.7431519362
1578	0.7430071173
1579	0.7429263363
1580	0.7429149133
1581	0.7429020403
1582	0.7428879673
1583	0.7427937985
1584	0.7427862485
1585	0.7426537606
1586	0.7425255007
1587	0.7424961896
1588	0.7424713043
1589	0.742403672
1590	0.7423198234
1591	0.742181948
1592	0.7421757429
1593	0.742088115
1594	0.7420118639
1595	0.7419396345
1596	0.7418300507
1597	0.7417861926
1598	0.7417197246
1599	0.7416798159
1600	0.7415922046
1601	0.7414598039
1602	0.7413095192
1603	0.7412078594
1604	0.7411143791
1605	0.7411114976
1606	0.7410965386
1607	0.7410822559
1608	0.7409761791
1609	0.7409275336
1610	0.7408817924
1611	0.7407894743
1612	0.7407818788
1613	0.740716148
1614	0.7405260925
1615	0.7404671855
1616	0.7404184564
1617	0.7403639302
1618	0.7402520811
1619	0.7401266918
1620	0.7400176927
1621	0.7398881225
1622	0.7398141044
1623	0.7397464802
1624	0.739703553
1625	0.7396067442
1626	0.7395015104
1627	0.7394444555
1628	0.7393061694
1629	0.7391788862
1630	0.7391395438
1631	0.7389477258
1632	0.7388645155
1633	0.7387595531
1634	0.7387006561
1635	0.7386017045
1636	0.7384889347
1637	0.7384096965
1638	0.7383103035
1639	0.738212356
1640	0.7381249872
1641	0.7380029605
1642	0.7379764139
1643	0.7378934464
1644	0.7377853255
1645	0.7377421079
1646	0.7376363313
1647	0.73760383
1648	0.7374802818
1649	0.7374603389
1650	0.7374185628
1651	0.7373379503
1652	0.7373117827
1653	0.7372485132
1654	0.7372027956
1655	0.7370859069
1656	0.7369928865
1657	0.7369322859
1658	0.7368887915
1659	0.736842724
1660	0.7367919405
1661	0.736778885
1662	0.736663391
1663	0.7365985784
1664	0.7364087464
1665	0.7363276702
1666	0.7361909932
1667	0.736048917
1668	0.7359960098
1669	0.7359355543
1670	0.7357541577
1671	0.735671924
1672	0.7355942757
1673	0.7354369849
1674	0.7353452458
1675	0.7353299927
1676	0.7353029708
1677	0.7352475348
1678	0.7352156604
1679	0.7352010613
1680	0.7351624659
1681	0.73512935
1682	0.7350515686
1683	0.7349361064
1684	0.7348218391
1685	0.7347633593
1686	0.734678386
1687	0.7345423375
1688	0.7345229216
1689	0.7344684381
1690	0.7344092222
1691	0.7343835065
1692	0.7342879183
1693	0.7341489644
1694	0.7340311593
1695	0.7339099701
1696	0.7338291493
1697	0.7336431061
1698	0.7335606358
1699	0.7334133659
1700	0.7332856929
1701	0.733186821
1702	0.7331452067
1703	0.7330041615
1704	0.732892963
1705	0.7328764679
1706	0.7328110924
1707	0.7327187204
1708	0.7326773077
1709	0.7325927008
1710	0.7325079573
1711	0.7324252324
1712	0.7324038841
1713	0.7323475441
1714	0.7321778131
1715	0.7321276445
1716	0.7320727037
1717	0.7320480475
1718	0.7319671986
1719	0.7318856305
1720	0.7318385883
1721	0.731702164
1722	0.731576883
1723	0.731420277
1724	0.7313659178
1725	0.7312822257
1726	0.7311964161
1727	0.7310408716
1728	0.7309482252
1729	0.7308466994
1730	0.7307949402
1731	0.730719442
1732	0.7306498324
1733	0.7305590427
1734	0.7304029812
1735	0.7302937005
1736	0.730171484
1737	0.7301235683
1738	0.7301208978
1739	0.7300016286
1740	0.7299420249
1741	0.7298930765
1742	0.7298334131
1743	0.7297677903
1744	0.7296444932
1745	0.7295996735
1746	0.7294983928
1747	0.729395876
1748	0.729369449
1749	0.7292629926
1750	0.7291885073
1751	0.7290948868
1752	0.7290427485
1753	0.7290252749
1754	0.7289317099
1755	0.728888375
1756	0.7288483243
1757	0.7287893652
1758	0.7287555265
1759	0.7286384295
1760	0.7286009137
1761	0.7285241175
1762	0.728377359
1763	0.7283625464
1764	0.7282610172
1765	0.7282096608
1766	0.7281123439
1767	0.7280459539
1768	0.7280120551
1769	0.7279408091
1770	0.7278363125
1771	0.7277567564
1772	0.7277244008
1773	0.727571381
1774	0.727525821
1775	0.7273845287
1776	0.7273049487
1777	0.7272650917
1778	0.7272398384
1779	0.7272081492
1780	0.7270568087
1781	0.7269378287
1782	0.7268088393
1783	0.7266478835
1784	0.7265082863
1785	0.7264554001
1786	0.7263352989
1787	0.7263233849
1788	0.7262885364
1789	0.7262521777
1790	0.726214104
1791	0.7261766675
1792	0.7260402536
1793	0.7260122208
1794	0.7259471736
1795	0.7258243275
1796	0.7257909647
1797	0.7257716729
1798	0.7257100585
1799	0.7256210052
1800	0.7256094633
1801	0.7255605298
1802	0.7254699479
1803	0.7254434802
1804	0.7254002953
1805	0.7252369529
1806	0.7251270985
1807	0.7250595131
1808	0.724950554
1809	0.7248836951
1810	0.724774069
1811	0.7247129335
1812	0.7246257053
1813	0.724579832
1814	0.7245475139
1815	0.7245206536
1816	0.7244472955
1817	0.7243143503
1818	0.7241697389
1819	0.7241418902
1820	0.7240214309
1821	0.7240183019
1822	0.7240078117
1823	0.7238683467
1824	0.7237725756
1825	0.7236903148
1826	0.723617899
1827	0.7235291785
1828	0.7234405755
1829	0.7234015836
1830	0.7233435669
1831	0.7232852117
1832	0.7232393817
1833	0.7231786557
1834	0.7230055651
1835	0.7229479275
1836	0.7228944212
1837	0.7227500652
1838	0.7227414579
1839	0.7226822575
1840	0.7226684588
1841	0.7225764865
1842	0.7225334386
1843	0.7225085083
1844	0.7222738895
1845	0.7221796555
1846	0.7221468443
1847	0.7220983961
1848	0.7220526194
1849	0.7219756669
1850	0.7219555015
1851	0.7219130082
1852	0.7218966996
1853	0.7218641071
1854	0.7217514752
1855	0.7217152224
1856	0.7216551916
1857	0.7216111367
1858	0.7215229673
1859	0.7215013737
1860	0.7213850813
1861	0.7213246883
1862	0.7212651142
1863	0.721153599
1864	0.7210503851
1865	0.7209266532
1866	0.7208499153
1867	0.7207466321
1868	0.7206448545
1869	0.7205758694
1870	0.7205629839
1871	0.7205468767
1872	0.7204509219
1873	0.7203742365
1874	0.7202285245
1875	0.7201479475
1876	0.720072674
1877	0.7199971089
1878	0.7199194981
1879	0.7198796964
1880	0.7197872129
1881	0.7197120823
1882	0.719679236
1883	0.7195979523
1884	0.7195746751
1885	0.7194338345
1886	0.7193558274
1887	0.7193313807
1888	0.719259662
1889	0.7191128462
1890	0.7190356565
1891	0.7190201608
1892	0.7189314153
1893	0.718901788
1894	0.7188579519
1895	0.7188363815
1896	0.718741826
1897	0.7186487826
1898	0.7186376714
1899	0.7186277228
1900	0.7185871777
1901	0.7184974742
1902	0.7183773868
1903	0.7182796685
1904	0.7182480752
1905	0.7181975025
1906	0.7181412891
1907	0.7180787096
1908	0.7180559521
1909	0.7179962878
1910	0.71793711
1911	0.7178749784
1912	0.7177377887
1913	0.71772938
1914	0.7176171601
1915	0.7175501096
1916	0.7174651942
1917	0.7174114342
1918	0.7173227486
1919	0.7172688226
1920	0.7172097919
1921	0.7171780997
1922	0.7171295489
1923	0.7170298218
1924	0.7169741126
1925	0.7168230465
1926	0.7167650672
1927	0.7167044404
1928	0.7166385483
1929	0.7166012594
1930	0.7165106075
1931	0.7164731565
1932	0.7163943863
1933	0.7163112263
1934	0.7162863386
1935	0.7161892684
1936	0.7161542121
1937	0.716077274
1938	0.7159574809
1939	0.7158867213
1940	0.7158155914
1941	0.7157902974
1942	0.7157570635
1943	0.7157030196
1944	0.7155829822
1945	0.7154743448
1946	0.7154532694
1947	0.7153675339
1948	0.7153450796
1949	0.715333917
1950	0.7151893852
1951	0.7151596548
1952	0.7151265994
1953	0.7150267747
1954	0.7148631141
1955	0.714855347
1956	0.7147570173
1957	0.7146407968
1958	0.7145388771
1959	0.7145235697
1960	0.7144567747
1961	0.7144046079
1962	0.7143334084
1963	0.7141625164
1964	0.7141397381
1965	0.7140350682
1966	0.7140097371
1967	0.7140002962
1968	0.7139524137
1969	0.7138483147
1970	0.71383216
1971	0.7138255263
1972	0.7137355106
1973	0.7136315881
1974	0.7135870378
1975	0.713536499
1976	0.7135262451
1977	0.7134193508
1978	0.7134077937
1979	0.7132936703
1980	0.7132484741
1981	0.7131062799
1982	0.713061801
1983	0.7130293775
1984	0.7129533785
1985	0.7128553595
1986	0.7128086505
1987	0.7126671242
1988	0.7126428129
1989	0.712605341
1990	0.7125654435
1991	0.7124626014
1992	0.7123691289
1993	0.7122024849
1994	0.7121512742
1995	0.7120672796
1996	0.7120453471
1997	0.711919737
1998	0.7118762535
1999	0.7118194365
